,Instrument,RIC,Currency,Issuer Rating,Rating Source Description,Date,Fitchs Rating,Fitchs Rating Date,SP Rating,SP Rating Date,Moodys Rating,Moodys Rating Date,Duration,Total Duration,Modified Duration,Modified Duration,Mac. Duration,Macaulay Duration,Yield To Maturity,Yield to Maturity,Average Yield to Maturity,Yield to Maturity,Bond Grade,Par Value,Face Issued Total
150,SE0013105913=,SE0013105913=,SEK,,,,,,,,,2024-02-23,2.6922,,0.0556,,2.692118,,2.500745,,,2.480793,,2000000,3000000000
151,SE0013105947=,SE0013105947=,SEK,,,,,,,,,2024-03-25,0.7161,,0.1417,,0.875538,,2.816733,,,2.766836,,2000000,600000000
152,SE0013105954=,SE0013105954=,SEK,,,,,,,,,2024-03-27,1.839,,0.1528,,2.759113,,2.896453,,,2.846338,,2000000,800000000
153,SE0013105962=,SE0013105962=,SEK,WR,Moody's Long-term Issuer Rating,2024-03-14,,,,,,2024-04-03,2.7845,,0.1639,,2.78163,,2.846708,,,2.796676,,2000000,350000000
154,SE0013105970=,SE0013105970=,SEK,,,,,,,,,2024-04-16,2.8296,,0.2,,2.826675,,2.626901,,,2.576904,,2000000,450000000
155,SE0013105988=,SE0013105988=,SEK,,,,,,,,,2024-04-16,2.8403,,2.7506,0.276266446022974,2.840171,,3.309832,,,3.259699,,2000000,350000000
156,SE0013105996=,SE0013105996=,SEK,,,,,,,,,2024-04-19,0.4564,,0.2111,,0.453641,,2.49848,,,2.447991,,2000000,300000000
157,SE0013106036=,SE0013106036=,SEK,,,,,,,,,2024-04-23,0.9579,,0.1639,,0.955295,,2.470687,,,2.436214,,2000000,350000000
158,SE0013106044=,SE0013106044=,SEK,,,,,,,,,2024-04-23,2.8448,,0.2194,,2.841864,,2.723067,,,2.67298,,2000000,300000000
159,SE0013106051=,SE0013106051=,SEK,,,,,,,,,2024-04-23,2.8546,,2.7636,0.277090679662344,2.854555,,3.346027,,,3.295966,,2000000,100000000
160,SE0013106069=,SE0013106069=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2024-04-23,0.9587,,0.2194,,0.955922,,2.523641,,,2.4735,,2000000,800000000
161,SE0013106077=,SE0013106077=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2024-04-23,2.8426,,0.2194,,2.839734,,2.856732,,,2.806649,,2000000,350000000
162,SE0013106085=,SE0013106085=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2024-04-23,2.8524,,2.758,0.276192357605952,2.852285,,3.470844,,,3.420801,,2000000,350000000
163,SE0013106093=,SE0013106093=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2024-12-19,,,,,,2024-05-07,0.9932,,0.2556,,0.993159,,2.780766,,,2.730858,,2000000,500000000
164,SE0013106119=,SE0013106119=,SEK,,,,,,,,,2024-05-15,1.9499,,0.0278,,1.949832,,2.96765,,,2.917572,,2000000,700000000
165,SE0013106135=,SE0013106135=,SEK,,,,,,,,,2024-05-13,5.1331,,4.9153,0.487733310308067,5.131561,,4.480031,,,4.429949,,2000000,500000000
166,SE0013106150=,SE0013106150=,SEK,,,,,,,,,2024-05-30,0.5639,,0.0667,,0.563934,,2.501281,,,2.451098,,2000000,500000000
167,SE0013106176=,SE0013106176=,SEK,,,,,,,,,2024-06-11,2.9367,,0.1028,,2.933761,,3.191988,,,3.141901,,2000000,500000000
168,SE0013106242=,SE0013106242=,SEK,,,,,,,,,2024-09-03,3.1736,,0.0806,,3.170622,,2.791437,,,2.741406,,2000000,800000000
169,SE0013106259=,SE0013106259=,SEK,,,,,,,,,2024-09-03,3.1595,,3.0565,0.314033016599948,3.159329,,3.420219,,,3.370211,,2000000,200000000
170,SE0013106275=,SE0013106275=,SEK,Aaa,Moody's Long-term Mortgage Covered Bonds Rating,2022-03-28,,,,,Aaa,2025-09-10,2.4978,,0.0833,,2.495002,,2.463601,,,2.44363,Bond Grade: Investment Grade,2000000,5900000000
171,SE0013106283=,SE0013106283=,SEK,,,,,,,,,2024-09-11,1.0789,,0.1028,,1.076101,,3.262936,,,3.213139,,1250000,300000000
172,SE0013106291=,SE0013106291=,SEK,,,,,,,,,2024-09-11,2.2417,,0.1028,,2.238794,,3.644893,,,3.594923,,1250000,500000000
173,SE0013106309=,SE0013106309=,SEK,A-,Nordic Credit Rating Long-term Issuer Rating,2024-01-12,,,,,,2024-09-11,0.351,,0.1028,,0.348245,,2.487057,,,2.43718,,2000000,400000000
174,SE0013106317=,SE0013106317=,SEK,,,,,,,,,2024-09-16,0.3641,,0.1167,,0.361303,,3.807909,,,3.758362,,1250000,700000000
175,SE0013106325=,SE0013106325=,SEK,,,,,,,,,2024-09-18,0.8613,,0.1222,,0.858526,,2.48709,,,2.437254,,2000000,400000000
176,SE0013106333=,SE0013106333=,SEK,,,,,,,,,2024-09-25,2.3101,,0.1417,,3.225446,,2.820142,,,2.770086,,2000000,1250000000
177,SE0013106366=,SE0013106366=,SEK,,,,,,,,,2024-10-11,1.4089,,0.1917,,1.406103,,2.598645,,,2.54866,,2000000,500000000
178,SE0013106374=,SE0013106374=,SEK,,,,,,,,,2024-10-16,2.3632,,0.2,,3.273498,,2.95932,,,2.909242,,2000000,800000000
179,SE0013106408=,SE0013106408=,SEK,,,,,,,,,2024-10-24,2.3611,,0.2222,,2.358238,,3.420017,,,3.369929,,2000000,500000000
180,SE0013106416=,SE0013106416=,SEK,a3,Moody's Baseline Credit Assessments Rating,2025-11-18,,,,,,2024-11-14,2.4272,,0.0278,,2.427122,,2.691495,,,2.641389,,2000000,500000000
181,SE0013106424=,SE0013106424=,SEK,A1,Egan-Jones Commercial Paper,2023-03-21,,,,,,2024-11-19,3.3277,,0.0389,,3.327515,,3.372193,,,3.322149,,2000000,1000000000
182,SE0013106440=,SE0013106440=,SEK,WR,Moody's Long-term Issuer Rating,2024-03-14,,,,,,2024-11-22,1.5127,,0.0472,,1.512707,,2.767603,,,2.717596,,2000000,350000000
183,SE0013106481=,SE0013106481=,SEK,,,,,,,,,2024-11-28,3.4055,,3.3044,0.33668555010443,3.405135,,3.158958,,,3.058705,,2000000,750000000
184,SE0013106499=,SE0013106499=,SEK,,,,,,,,,2024-11-28,5.1503,,4.9858,0.492261964798538,5.148941,,3.399118,,,3.298835,,2000000,1000000000
185,SE0013106507=,SE0013106507=,SEK,,,,,,,,,2024-11-27,3.3968,,0.0611,,3.39669,,2.555247,,,2.535241,,2000000,3000000000
186,SE0013106531=,SE0013106531=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2024-12-04,3.192,,0.0833,,3.189156,,2.426083,,,2.406105,,2000000,3500000000
187,SE0013106549=,SE0013106549=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2024-12-27,3.4358,,0.1,,3.432938,,2.443138,,,2.423131,,2000000,6500000000
188,SE0013106572=,SE0013106572=,SEK,,,,,,,,,2025-01-17,1.6662,,0.2028,,2.605078,,2.709197,,,2.6591,,2000000,800000000
189,SE0013106598=TE,SE0013106598=TE,SEK,,,,,,,,,2025-01-22,2.6134,,0.2167,,3.518793,,2.885871,,,2.917351,,2000000,800000000
190,SE0013106606=,SE0013106606=,SEK,,,,,,,,,2025-01-24,2.1511,,0.2222,,2.148264,,3.099748,,,3.049629,,2000000,250000000
191,SE0013106622=TE,SE0013106622=TE,SEK,a3,Moody's Baseline Credit Assessments Rating,2025-11-18,,,,,,2025-02-06,3.5573,,0.2528,,3.557399,,2.860521,,,2.888592,,2000000,600000000
192,SE0013106648=,SE0013106648=,SEK,,,,,,,,,2025-03-03,0.8199,,0.0806,,0.817109,,2.864012,,,2.813917,,2000000,500000000
193,SE0013106655=,SE0013106655=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2025-03-14,3.6781,,0.1139,,3.675192,,2.458124,,,2.438157,,2000000,3500000000
194,SE0013106663=,SE0013106663=,SEK,,,,,,,,,2025-03-14,1.8125,,0.1139,,1.809684,,2.653574,,,2.603448,,2000000,600000000
195,SE0013106671=,SE0013106671=,SEK,,,,,,,,,2025-03-20,1.8159,,0.1333,,1.813072,,3.433667,,,3.383561,,1250000,500000000
196,SE0013106697=,SE0013106697=,SEK,,,,,,,,,2025-04-03,3.7118,,0.1639,,3.708705,,3.034912,,,2.984891,,2000000,600000000
197,SE0013106713=,SE0013106713=,SEK,,,,,,,,,2025-05-05,1.9509,,0.25,,1.951217,,2.51171,,,2.471674,,2000000,850000000
198,SE0013106747=,SE0013106747=,SEK,BBB-,Fitch Senior Unsecured,2025-05-28,BBB-,2025-05-28,,,,2025-06-02,1.9913,,0.0778,,1.988476,,3.928658,,,3.878631,Bond Grade: Investment Grade,1250000,900000000
199,SE0013106754=,SE0013106754=,SEK,BBB-,Fitch Senior Unsecured,2025-05-28,BBB-,2025-05-28,,,,2025-06-02,3.7305,,0.0778,,3.727297,,4.393549,,,4.34344,Bond Grade: Investment Grade,1250000,800000000
200,SE0013106762=,SE0013106762=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2025-06-19,2.0608,,0.1333,,2.058015,,2.708345,,,2.658228,,2000000,750000000
201,SE0013106770=,SE0013106770=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2025-06-19,3.8677,,0.1333,,3.86461,,3.057394,,,3.007349,,2000000,750000000
202,SE0013106812=,SE0013106812=,SEK,,,,,,,,,2025-06-26,1.1331,,0.1444,,2.082297,,2.589527,,,2.539603,,2000000,850000000
203,SE0013106820=,SE0013106820=,SEK,,,,,,,,,2025-06-26,3.9024,,0.1444,,3.899339,,2.767888,,,2.717827,,2000000,350000000
204,SE0013106838=,SE0013106838=,SEK,,,,,,,,,2025-07-03,2.0956,,0.1639,,2.092813,,2.985537,,,2.935611,,2000000,300000000
205,SE0013106846=,SE0013106846=,SEK,,,,,,,,,2025-07-03,2.0723,,2.0026,0.216004779827691,2.072276,,3.532996,,,3.482873,,2000000,300000000
206,SE0013106853=,SE0013106853=,SEK,,,,,,,,,2025-07-03,3.8842,,0.1639,,3.881073,,3.332247,,,3.282249,,2000000,400000000
207,SE0013106903=,SE0013106903=,SEK,,,,,,,,,2025-09-08,2.2685,,0.0944,,2.26567,,2.72995,,,2.679892,,2000000,600000000
208,SE0013106929=,SE0013106929=,SEK,BBB-,Fitch Senior Unsecured,2025-05-28,,,,,,2025-09-15,4.2819,,0.1972,,4.278519,,4.423089,,,4.372998,,1250000,800000000
209,SE0013106945=,SE0013106945=,SEK,Ba2,Moody's Corporate Family Rating,2025-10-31,,,,,,2025-09-12,2.2436,,0.1056,,2.24073,,4.180317,,,4.130391,,1250000,490000000
210,SE0013106952=,SE0013106952=,SEK,,,,,,,,,2025-09-17,3.2123,,0.1194,,4.104437,,2.769173,,,2.719142,,2000000,800000000
211,SE0013106960=,SE0013106960=,SEK,,,,,,,,,2025-09-17,1.3456,,0.1194,,2.297974,,2.556947,,,2.506902,,2000000,500000000
212,SE0013106986=,SE0013106986=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2025-09-26,4.0901,,0.1444,,4.086864,,3.421988,,,3.371881,,2000000,300000000
213,SE0013107018=,SE0013107018=,SEK,,,,,,,,,2025-10-08,4.195,,0.1778,,4.192085,,2.505632,,,2.490569,,2000000,3000000000
214,SE0013107026=,SE0013107026=,SEK,,,,,,,,,2025-10-09,2.35,,0.1806,,,,,,,2.728002,,2000000,300000000
215,SE0013107034=,SE0013107034=,SEK,A3,Moody's Junior Senior Unsecured,2021-07-13,,,,,A3,2026-02-05,3.2945,,0.2,,3.29166,,2.759979,,,2.735024,Bond Grade: Investment Grade,2000000,900000000
216,SE0013107059=,SE0013107059=,SEK,,,,,,,,,2025-10-23,2.3838,,0.2194,,2.380978,,3.39564,,,3.345692,,2000000,500000000
217,SE0013107067=,SE0013107067=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,NR,2026-04-08,4.2043,,0.2361,,4.201166,,3.105995,,,3.055951,,2000000,350000000
218,SE0013107083=,SE0013107083=,SEK,WR,Moody's Corporate Family Rating,2017-07-25,,,,,,2025-11-06,2.4842,,0.0944,,2.481347,,3.136423,,,3.08643,,1250000,400000000
219,SE0013107109=,SE0013107109=,SEK,,,,,,,,,2025-11-20,2.4466,,0.0417,,2.446477,,2.765293,,,2.715337,,2000000,500000000
220,SE0013107117=,SE0013107117=,SEK,,,,,,,,,2025-11-21,2.4507,,0.0444,,2.450607,,2.754662,,,2.704548,,2000000,500000000
221,SE0013107125=,SE0013107125=,SEK,,,,,,,,,2025-11-27,2.4677,,0.0611,,2.46758,,2.766085,,,2.716055,,2000000,500000000
222,SE0013107133=,SE0013107133=,SEK,Aaa,Moody's Long-term Mortgage Covered Bonds Rating,2022-01-18,,,,,Aaa,2025-11-28,4.5314,,0.0639,,4.531255,,2.512716,,,2.497697,Bond Grade: Investment Grade,2000000,1500000000
223,SE0013107141=,SE0013107141=,SEK,,,,,,,,,2025-12-16,4.2834,,0.1167,,4.280092,,3.459401,,,3.409378,,2000000,500000000
224,SE0013107158=,SE0013107158=,SEK,,,,,,,,,2025-12-16,5.8777,,0.1167,,5.873529,,3.855728,,,3.805686,,2000000,800000000
225,SE0013107166=,SE0013107166=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2024-12-19,,,,,,2026-01-16,2.4638,,0.0639,,2.463677,,3.120769,,,3.070638,,2000000,850000000
226,SE0013107182=,SE0013107182=,SEK,a3,Moody's Baseline Credit Assessments Rating,2025-11-18,,,,,Aaa,2026-01-16,4.6021,,0.175,,4.599168,,2.519685,,,2.50467,Bond Grade: Investment Grade,2000000,5620000000
227,SE0013107208=,SE0013107208=,SEK,,,,,,,,,2026-01-21,3.537,,0.2139,,4.425246,,2.818638,,,2.768562,,2000000,1200000000
228,SE0013107216=,SE0013107216=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2026-01-26,2.6298,,0.2306,,2.626948,,3.088994,,,3.039044,,2000000,500000000
229,SE0013107224=,SE0013107224=,SEK,A-,Nordic Credit Rating Long-term Issuer Rating,2024-01-12,,,,,,2026-01-23,2.3937,,0.2194,,2.390815,,2.750427,,,2.700468,,2000000,400000000
230,SE0013107240=,SE0013107240=,SEK,,,,,,,,,2026-02-06,2.6528,,0.2528,,2.652765,,3.146767,,,3.096824,,2000000,600000000
231,SE0013107257=,SE0013107257=,SEK,,,,,,,,,2026-02-06,2.6519,,0.2528,,2.651779,,3.17468,,,3.124718,,2000000,600000000
232,SE0013107265=,SE0013107265=,SEK,,,,,,,,,2026-02-19,2.6793,,0.0389,,2.679232,,2.806655,,,2.756544,,2000000,500000000
233,SE0013107273=,SE0013107273=,SEK,,,,,,,,,2026-02-26,2.7,,0.0583,,2.699858,,2.793231,,,2.743266,,2000000,500000000
234,SE0013107356=,SE0013107356=,SEK,,,,,,,,,2026-05-08,1.9505,,0.2556,,1.950446,,2.988488,,,2.938569,,2000000,750000000
235,SE0013107364=,SE0013107364=,SEK,,,,,,,,,2026-05-08,2.8773,,0.2556,,2.877148,,3.190261,,,3.140199,,2000000,500000000
236,SE0013107372=,SE0013107372=,SEK,,,,,,,,,2026-05-08,2.8975,,2.7936,,2.897471,,3.769118,,,3.719107,,2000000,1000000000
237,SE0013107380=,SE0013107380=,SEK,,,,,,,,,2026-05-08,4.6206,,0.2556,,4.620084,,3.545195,,,3.495176,,2000000,1000000000
238,SE0013233905=,SE0013233905=,SEK,a2,Moody's Adjusted Baseline Credit Assessments Rating,2025-11-18,,,,,,2020-02-07,,,,,,,,,,,,2000000,50000000
239,SE0013233954=,SE0013233954=,SEK,a2,Moody's Adjusted Baseline Credit Assessments Rating,2025-11-18,,,,,,2020-02-25,,,,,,,,,,,,2000000,20000000
240,SE0013236031=ST,SE0013236031=ST,SEK,,,,,,,,,2019-12-05,,,,,,,,,,,,10000,3650000
241,SE0013358454=,SE0013358454=,SEK,WR,Moody's Senior Secured,2015-04-10,,,,,Aaa,2022-01-21,0.798,,0.0583,,0.797994,,2.102208,,,2.072322,Bond Grade: Investment Grade,2000000,1000000000
242,SE0013359148=,SE0013359148=,SEK,CC,Fitch Senior Unsecured,2024-12-20,C,2024-11-05,,,,2019-10-28,12.6581,,0.2333,,12.396521,,8.639205,,,8.463522,Bond Grade: High Yield,2000000,1500000000
243,SE0013359452=,SE0013359452=,SEK,,,,,,,,,2019-12-02,16.0443,,15.4107,1.45981964689757,16.02494,,4.186964,,,4.111437,,2000000,200000000
244,SE0013359635=,SE0013359635=,SEK,,,,,,,,,2020-05-14,8.4185,,8.1115,0.780790043838656,8.416259,,3.849961,,,3.784763,,2000000,300000000
245,SE0013359858=,SE0013359858=,SEK,,,,,,,,,2020-09-08,0.3417,,0.3388,0.061539691388913,0.341667,,2.495919,,,2.44575,,2000000,500000000
246,SE0013360088=,SE0013360088=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2021-02-16,6.6086,,6.3937,0.617443606409364,6.608295,,3.400161,,,3.360061,,2000000,400000000
247,SE0013360146=,SE0013360146=,SEK,,,,,,,,,2021-03-24,1.8381,,0.1389,,1.835283,,2.535995,,,2.485955,,2000000,600000000
248,SE0013360161=,SE0013360161=,SEK,,,,,,,,,2021-04-20,7.3571,,7.0523,0.668610919415194,7.355827,,4.372454,,,4.322317,,2000000,200000000
249,SE0013360286=,SE0013360286=,SEK,,,,,,,,,2021-06-09,0.0944,,0.0942,0.03922055576103,0.094444,,2.311121,,,2.258576,,2000000,500000000
250,SE0013360310=,SE0013360310=,SEK,,,,,,,,,2021-06-03,0.0778,,0.0776,0.037720265316335,0.077778,,2.245004,,,2.193797,,2000000,400000000
251,SE0013360336=,SE0013360336=,SEK,,,,,,,,,2021-06-30,1.1349,,0.1556,,1.132137,,2.872652,,,2.822509,,2000000,400000000
252,SE0013360351=,SE0013360351=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2021-08-20,0.4063,,0.1583,,0.403511,,2.665703,,,2.615194,,2000000,1000000000
253,SE0013360393=,SE0013360393=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2021-09-06,1.3094,,0.0944,,1.306594,,2.880521,,,2.830652,,2000000,550000000
254,SE0013360401=,SE0013360401=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2024-12-19,,,,,,2021-09-08,0.8331,,0.0944,,0.830309,,2.707191,,,2.657451,,2000000,300000000
255,SE0013360435=,SE0013360435=,SEK,Caa2,Moody's Corporate Family Rating,2025-07-25,,,,,,2021-09-09,0.3434,,0.0972,,0.340522,,79.352976,,,68.745293,,2000000,1000000000
256,SE0013360468=,SE0013360468=,SEK,,,,,,,,,2021-09-21,0.3784,,0.1333,,0.375594,,2.731065,,,2.680889,,2000000,550000000
257,SE0013360476=,SE0013360476=,SEK,,,,,,,,,2021-09-29,0.4007,,0.1528,,0.39788,,2.639994,,,2.59007,,2000000,600000000
258,SE0013360492=,SE0013360492=,SEK,baa2,Moody's Adjusted Baseline Credit Assessments Rating,2025-03-20,,,,,,2021-10-05,0.4177,,0.1722,,0.41493,,2.658194,,,2.60774,,2000000,300000000
259,SE0013360500=,SE0013360500=,SEK,,,,,,,,,2021-10-20,0.4592,,0.2111,,0.456396,,2.694135,,,2.64388,,2000000,400000000
260,SE0013360518=,SE0013360518=,SEK,,,,,,,,,2021-10-27,0.075,,0.075,,0.072222,,2.076884,,,2.030156,,2000000,200000000
261,SE0013360534=,SE0013360534=,SEK,,,,,,,,,2021-11-23,0.545,,0.0556,,0.544945,,3.252444,,,2.792183,,2000000,1500000000
262,SE0013360542=,SE0013360542=,SEK,,,,,,,,,2021-11-23,2.4489,,0.0556,,2.448835,,3.592521,,,3.542515,,2000000,500000000
263,SE0013360559=,SE0013360559=,SEK,,,,,,,,,2021-11-30,0.5631,,0.0667,,0.563101,,2.604172,,,2.554043,,2000000,1500000000
264,SE0013360583=,SE0013360583=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2022-01-20,13.4837,,12.9717,1.20860434688017,13.503636,,3.838979,,,3.94752,,2000000,300000000
265,SE0013360609=,SE0013360609=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,NR,2022-02-22,0.7201,,0.2306,,0.717275,,2.551537,,,2.501318,,2000000,250000000
266,SE0013360617=,SE0013360617=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2022-02-07,1.0056,,0.9807,0.120375155556522,1.005556,,2.550512,,,2.520483,,2000000,3000000000
267,SE0013360666=,SE0013360666=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2022-02-25,12.7709,,12.2986,1.14460121562527,12.772896,,3.828022,,,3.840606,,2000000,400000000
268,SE0013360682=,SE0013360682=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2022-02-28,0.6082,,0.1139,,0.605435,,2.090827,,,2.060569,,2000000,500000000
269,SE0013360724=,SE0013360724=,SEK,Aaa,Moody's Long-term Mortgage Covered Bonds Rating,2022-03-28,,,,,Aaa,2023-04-06,1.1391,,0.1556,,1.136304,,2.337679,,,2.307843,Bond Grade: Investment Grade,2000000,6050000000
270,SE0013360740=,SE0013360740=,SEK,,,,,,,,,2022-04-12,0.9234,,0.1917,,0.920586,,3.055533,,,3.00548,,2000000,750000000
271,SE0013360757=,SE0013360757=,SEK,,,,,,,,,2022-04-12,0.9361,,0.9077,0.110706617135149,0.936111,,3.393475,,,3.343707,,2000000,250000000
272,SE0013360765=,SE0013360765=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-05-23,,,,,,2022-04-19,0.9556,,0.927,0.112855181228788,0.955556,,3.275351,,,3.225531,,2000000,1000000000
273,SE0013360823=,SE0013360823=,SEK,,,,,,,,,2022-11-23,0.5436,,0.0556,,0.543549,,2.575695,,,2.525418,,2000000,200000000
274,SE0013360872=,SE0013360872=,SEK,,,,,,,,,2023-01-25,1.6877,,0.2306,,1.684879,,2.427251,,,2.377359,,2000000,750000000
275,SE0013360906=,SE0013360906=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2023-02-10,1.6496,,0.1833,,1.64682,,2.282594,,,2.252643,,2000000,3500000000
276,SE0013360914=,SE0013360914=,SEK,,,,,,,,,2023-02-23,1.733,,0.0556,,1.732928,,2.887905,,,2.837895,,2000000,800000000
277,SE0013360922=,SE0013360922=,SEK,,,,,,,,,2023-02-23,1.7562,,1.6994,0.180544211230528,1.756205,,3.394405,,,3.344447,,2000000,200000000
278,SE0013360930=,SE0013360930=,SEK,Baa1,Moody's Long-term Issuer Rating,2025-10-07,,,,,,2023-03-02,1.7335,,0.0778,,10.857197,,5.547342,,,5.540926,,2000000,200000000
279,SE0013360948=,SE0013360948=,SEK,,,,,,,,,2023-03-08,1.7244,,0.0944,,,,,,,7.015161,,2000000,300000000
280,SE0013360997=,SE0013360997=,SEK,,,,,,,,,2023-04-06,0.9079,,0.1722,,0.905109,,2.431621,,,2.381482,,2000000,650000000
281,SE0013361003=,SE0013361003=,SEK,,,,,,,,,2023-05-08,1.9625,,0.2639,,1.962454,,2.32473,,,2.274612,,2000000,400000000
282,SE0013361052=,SE0013361052=,SEK,,,,,,,,,2023-05-19,1.0144,,0.0389,,1.014403,,2.775031,,,2.725008,,2000000,650000000
283,SE0013361060=,SE0013361060=,SEK,,,,,,,,,2023-05-19,0.9928,,0.9634,0.119800970324602,0.992747,,3.099067,,,3.048903,,2000000,350000000
284,SE0013361078=,SE0013361078=,SEK,Aaa,Moody's Long-term Mortgage Covered Bonds Rating,2022-03-28,,,,,Aaa,2024-05-28,1.9924,,0.0583,,1.992424,,2.424216,,,2.404137,Bond Grade: Investment Grade,2000000,6500000000
285,SE0013361102=,SE0013361102=,SEK,,,,,,,,,2023-06-15,1.9338,,0.1139,,5.470527,,7.570967,,,7.553185,,1500000,351000000
286,SE0013361144=,SE0013361144=,SEK,Aaa,Moody's Long-term Mortgage Covered Bonds Rating,2022-03-28,,,,,,2023-09-15,0.3611,,0.1139,,0.358347,,2.739034,,,2.68949,,2000000,800000000
287,SE0013361151=,SE0013361151=,SEK,,,,,,,,,2023-09-26,2.2894,,0.1444,,2.286559,,3.086878,,,3.036788,,2000000,600000000
288,SE0013361169=,SE0013361169=,SEK,,,,,,,,,2023-09-26,2.2472,,2.1695,0.232054183165086,2.24713,,3.635353,,,3.585352,,2000000,200000000
289,SE0013361185=,SE0013361185=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2023-10-25,0.7222,,0.7069,0.090461957183883,0.722222,,3.055625,,,3.005769,,2000000,300000000
290,SE0013361276=,SE0013361276=,EUR,,,,,,,,,2024-01-18,2.4282,,0.2111,,5.790373,,7.897511,,,7.876464,,100000,40000000
291,SE0013361342=,SE0013361342=,SEK,,,,,,,,,2024-02-01,0.7373,,0.25,,0.731859,,2.838271,,,2.817064,,2000000,800000000
292,SE0013361409=,SE0013361409=,SEK,BBB-,Fitch Subordinated,2022-04-28,,,,,,2024-03-11,2.1543,,2.0939,0.224765735140545,2.154277,,2.903839,,,2.883938,,2000000,3500000000
293,SE0013361417=,SE0013361417=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-05-23,,,,,,2024-03-15,0.8505,,0.1139,,0.847711,,2.812604,,,2.762314,,1250000,850000000
294,SE0013361425=,SE0013361425=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-05-23,,,,,,2024-03-15,0.8611,,0.8393,0.10394604908189,0.861111,,3.074158,,,3.024369,,1250000,400000000
295,SE0013361433=,SE0013361433=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-05-23,,,,,,2024-03-15,2.7,,0.1139,,2.697046,,3.252481,,,3.202437,,1250000,750000000
296,SE0013361441=,SE0013361441=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-04-15,,,,,,2024-03-22,0.7881,,0.1333,,0.869432,,2.58049,,,2.530666,,1250000,750000000
297,SE0013361458=,SE0013361458=,SEK,,,,,,,,,2024-03-19,2.7629,,2.6731,0.268894648529284,2.762777,,3.409837,,,3.359833,,2000000,500000000
298,SE0013361466=,SE0013361466=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-04-15,,,,,,2024-03-22,2.537,,2.4515,0.249159346445044,2.768388,,3.57244,,,3.522362,,1250000,350000000
299,SE0013361474=,SE0013361474=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-04-15,,,,,,2024-03-22,2.5208,,0.1333,,2.745787,,2.941127,,,2.891077,,1250000,900000000
300,SE0013361482=,SE0013361482=,SEK,,,,,,,,,2024-03-21,0.3779,,0.1333,,0.375105,,3.549934,,,3.499637,,2000000,500000000
301,SE0013361490=,SE0013361490=,SEK,A3,Moody's Long-term Issuer Rating,2024-03-28,,,,,,2024-03-27,1.8437,,0.1528,,1.840873,,2.664897,,,2.614737,,2000000,800000000
302,SE0013361508=,SE0013361508=,SEK,Baa2,Moody's Derived Long-term Issuer Rating,2025-09-02,,,,,,2024-04-03,1.8527,,0.1639,,1.849864,,3.046413,,,2.996288,,2000000,1300000000
303,SE0013361516=,SE0013361516=,SEK,,,,,,,,,2024-04-19,2.829,,0.2111,,2.826128,,2.701367,,,2.651411,,2000000,500000000
304,SE0013361540=,SE0013361540=,SEK,,,,,,,,,2024-05-03,0.9864,,0.25,,0.980963,,2.875406,,,2.824892,,2000000,400000000
305,SE0013361557=,SE0013361557=,SEK,,,,,,,,,2024-05-06,0.0028,,0.0028,,0.002778,,3.300694,,,-39.589948,,2000000,600000000
306,SE0013361565=,SE0013361565=,SEK,,,,,,,,,2024-05-03,0.4979,,0.25,,0.492428,,2.768803,,,2.753936,,2000000,300000000
