,RIC,DTSubjectName,DBSTicker,CouponRate,MaturityDate,IssueDate,ISIN,RCSCurrencyLeaf,RCSCountryLeaf,DbTypeDescription,InstrumentTypeDescription,RCSBondGradeLeaf,MaturityStandardYield,MaturityCorpMacDuration,MaturityCorpModDuration,IsCallable,IndustrySubSectorDescription,Price,PricingTradeDate
67,FI4000496559=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-06-17,2021-06-23,FI4000496559,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
68,FI4000496567=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-06-17,2021-06-17,FI4000496567,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
69,FI4000496666=,Danske Bank A/S,DANSK,0.0,2027-05-28,2021-05-14,FI4000496666,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
70,FI4000496690=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2026-05-28,2021-05-14,FI4000496690,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
71,FI4000496757=,Danske Bank A/S,DANSK,0.0,2027-05-28,2021-05-14,FI4000496757,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
72,FI4000496765=LU,Goldman Sachs International,GSILT,0.0,2026-05-26,2021-05-14,FI4000496765,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
73,FI4000496799=,UBS AG (London Branch),UBSGUO,,2027-05-21,2021-05-14,FI4000496799,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
74,FI4000506886=,Danske Bank A/S,DANSK,4.51,2027-06-10,2021-05-27,FI4000506886,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
75,FI4000506944=,Danske Bank A/S,DANSK,0.0,2027-06-10,2021-06-01,FI4000506944,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
76,FI4000506985=LU,Goldman Sachs International,GSILT,0.0,2026-06-23,2021-06-11,FI4000506985,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
77,FI4000507009=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-07-30,2021-04-30,FI4000507009,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
78,FI4000507025=,Danske Bank A/S,DANSK,0.0,2027-06-04,2021-05-26,FI4000507025,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
79,FI4000507074=,Danske Bank A/S,DANSK,0.0,2027-06-28,2021-06-14,FI4000507074,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
80,FI4000507223=LU,Goldman Sachs International,GSILT,0.0,2026-06-26,2021-06-18,FI4000507223,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
81,FI4000507298=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-07-14,2021-07-14,FI4000507298,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
82,FI4000507306=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-07-14,2021-07-14,FI4000507306,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
83,FI4000507330=,Lindex Group Oyj,STOCK,0.1,2026-07-05,2021-07-05,FI4000507330,Euro,Finland,Corporate,Bond,,4.432577,0.186111,0.184588,False,Retail Stores - Other,99.2,2026-04-24
84,FI4000507363=,Danske Bank A/S,DANSK,4.12,2027-07-07,2021-06-23,FI4000507363,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
85,FI4000507371=,Aktia Bank Abp,AKTIA,3.875,,2021-05-26,FI4000507371,Euro,Finland,Corporate,Bond,High Yield,7.128575,0.077778,0.077778,True,Banking,99.75,2026-04-24
86,FI4000507512=LU,Goldman Sachs International,GSILT,0.0,2026-07-07,2021-06-20,FI4000507512,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
87,FI4000507579=,Suominen Oyj,SUYAV,1.5,2027-06-11,2021-06-11,FI4000507579,Euro,Finland,Corporate,Bond,,7.723379,1.103773,1.063429,True,Textiles/Apparel/Shoes,93.549,2026-04-24
88,FI4000507587=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-11-10,2021-07-14,FI4000507587,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
89,FI4000507603=,Danske Bank A/S,DANSK,0.0,2027-07-28,2021-07-14,FI4000507603,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
90,FI4000507637=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-07-28,2021-07-14,FI4000507637,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
91,FI4000507736=,Danske Bank A/S,DANSK,0.0,2027-07-28,2021-07-14,FI4000507736,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
92,FI4000507751=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-09-03,2021-09-03,FI4000507751,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
93,FI4000507769=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-09-03,2021-09-03,FI4000507769,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
94,FI4000508007=,Fintoil Hamina Oy,FNTLHF,7.5,2027-07-01,2021-07-01,FI4000508007,Euro,Finland,Corporate,Bond,,6.790718,1.175,1.088248,True,Oil and Gas,100.098,2026-04-24
95,FI4000508015=,Danske Bank A/S,DANSK,0.0,2027-08-10,2021-07-27,FI4000508015,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
96,FI4000508056=,Danske Bank A/S,DANSK,0.0,2027-08-30,2021-08-16,FI4000508056,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
97,FI4000508064=,Danske Bank A/S,DANSK,0.0,2027-08-25,2021-08-16,FI4000508064,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
98,FI4000508106=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-08-31,2021-08-17,FI4000508106,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
99,FI4000508288=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-10-15,2021-10-15,FI4000508288,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
100,FI4000508296=,Danske Bank A/S,DANSK,0.0,2028-09-17,2021-09-08,FI4000508296,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
101,FI4000508304=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-10-18,2021-10-18,FI4000508304,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
102,FI4000508320=,Danske Bank A/S,DANSK,0.0,2027-09-28,2021-09-14,FI4000508320,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
103,FI4000508338=LU,Goldman Sachs International,GSILT,0.0,2026-09-28,2021-09-14,FI4000508338,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
104,FI4000508379=LU,SG Issuer SA,SOGNSI,0.0,2027-04-02,2021-09-14,FI4000508379,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
105,FI4000508403=,Danske Bank A/S,DANSK,0.0,2026-10-11,2021-10-01,FI4000508403,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
106,FI4000508411=,Danske Bank A/S,DANSK,,2026-10-08,2021-09-24,FI4000508411,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
107,FI4000511480=,Danske Bank A/S,DANSK,0.0,2027-09-29,2021-09-15,FI4000511480,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
108,FI4000511621=LU,Goldman Sachs International,GSILT,0.0,2026-10-28,2021-10-14,FI4000511621,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
109,FI4000511639=LU,Goldman Sachs International,GSILT,0.0,2027-04-28,2022-07-14,FI4000511639,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
110,FI4000511662=,Danske Bank A/S,DANSK,0.0,2027-10-15,2021-10-01,FI4000511662,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
111,FI4000511928=,Danske Bank A/S,DANSK,0.0,2027-10-28,2021-10-14,FI4000511928,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
112,FI4000512090=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-11-26,2021-11-26,FI4000512090,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
113,FI4000512108=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-11-26,2021-11-26,FI4000512108,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
114,FI4000512322=,Y-Foundation,YSAAT,1.625,2026-10-04,2021-10-04,FI4000512322,Euro,Finland,Corporate,Bond,,4.080518,0.433333,0.425765,True,Service - Other,98.933,2026-04-24
115,FI4000512371=,Danske Bank A/S,DANSK,4.6,2027-10-29,2021-10-15,FI4000512371,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
116,FI4000512504=,Danske Bank A/S,DANSK,0.0,2027-11-29,2021-11-15,FI4000512504,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
117,FI4000512611=,Credit Agricole CIB Financial Solutions SA,CAGRAF,0.0,2027-11-29,2021-11-15,FI4000512611,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
118,FI4000512686=,Danske Bank A/S,DANSK,0.0,2027-11-29,2021-11-15,FI4000512686,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
119,FI4000512801=,Danske Bank A/S,DANSK,4.3,2027-11-29,2021-11-15,FI4000512801,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
120,FI4000512967=,Danske Bank A/S,DANSK,,2026-12-28,2021-12-10,FI4000512967,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
121,FI4000513049=,Danske Bank A/S,DANSK,4.2,2027-12-10,2021-11-26,FI4000513049,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
122,FI4000513080=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-01-05,2022-01-05,FI4000513080,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
123,FI4000513098=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-01-05,2022-01-04,FI4000513098,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
124,FI4000513106=LU,Goldman Sachs International,GSILT,0.0,2027-06-28,2021-12-14,FI4000513106,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
125,FI4000513189=,Morgan Stanley BV,MSARMM,0.0,2027-12-10,2021-12-03,FI4000513189,Euro,Finland,Corporate,Structured Product,,,,,False,Securities,,
126,FI4000513239=,Danske Bank A/S,DANSK,0.0,2027-12-27,2021-12-13,FI4000513239,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
127,FI4000513254=,Danske Bank A/S,DANSK,0.0,2027-12-14,2021-11-30,FI4000513254,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
128,FI4000513643=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-02-03,2022-01-20,FI4000513643,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
129,FI4000513676=,Danske Bank A/S,DANSK,3.98,2027-12-29,2021-12-15,FI4000513676,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
130,FI4000513684=,Danske Bank A/S,DANSK,10.26,2027-01-12,2022-01-05,FI4000513684,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
131,FI4000513692=,Aktia Livforsakring Ab,AKTIAL,3.0,2031-11-26,2021-11-26,FI4000513692,Euro,Finland,Corporate,Bond,,5.534219,4.881295,0.577778,True,Life Insurance,99.148,2026-04-24
132,FI4000513759=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2026-12-29,2021-12-22,FI4000513759,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
133,FI4000513890=,Danske Bank A/S,DANSK,3.95,2028-01-19,2022-01-10,FI4000513890,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
134,FI4000513957=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-02-17,2022-02-17,FI4000513957,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
135,FI4000513965=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-02-17,2022-02-17,FI4000513965,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
136,FI4000513999=,UBS AG (London Branch),UBSGUO,0.0,2028-02-03,2022-01-20,FI4000513999,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
137,FI4000514062=,Danske Bank A/S,DANSK,3.8,2028-02-01,2022-01-21,FI4000514062,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
138,FI4000514146=,Danske Bank A/S,DANSK,3.75,2028-02-07,2022-01-27,FI4000514146,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
139,FI4000514294=,Danske Bank A/S,DANSK,,2027-03-07,2022-02-24,FI4000514294,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
140,FI4000517347=,Danske Bank A/S,DANSK,0.0,2028-02-28,2022-02-14,FI4000517347,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
141,FI4000517370=TRU,GS 02/28/28,GSILT,0.0,2028-02-28,2022-02-14,FI4000517370,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
142,FI4000517404=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-02-28,2022-02-14,FI4000517404,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
143,FI4000517412=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-02-28,2022-02-14,FI4000517412,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
144,FI4000517446=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-04-07,2022-04-07,FI4000517446,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
145,FI4000517453=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2028-04-07,2022-04-07,FI4000517453,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
146,FI4000517636=,Danske Bank A/S,DANSK,,2028-02-16,2022-02-08,FI4000517636,Euro,Finland,Corporate,Structured Product,,,,,False,Banking,,
147,FI4000517792=HE,BNP Paribas Issuance BV,BNPPAI,0.0,2027-06-07,2022-03-14,FI4000517792,Euro,Finland,Corporate,Structured Product,,,,,False,Financial - Other,,
