,RIC,DTSubjectName,DBSTicker,CouponRate,MaturityDate,IssueDate,ISIN,RCSCurrencyLeaf,RCSCountryLeaf,DbTypeDescription,InstrumentTypeDescription,RCSBondGradeLeaf,MaturityStandardYield,MaturityCorpMacDuration,MaturityCorpModDuration,IsCallable,IndustrySubSectorDescription,Price,PricingTradeDate
148,NO0013725747=TE,DNB Boligkreditt AS,DNBDB,4.4,2031-02-11,2026-02-11,NO0013725747,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,,,,False,Financial - Other,,
149,NO0013726000=TE,Bps Nord Bypakke Harstad AS,BMPGSB,4.23,2026-05-08,2026-02-09,NO0013726000,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
150,NO0013726323=OL,Luster Sparebank,LUSTR,4.63,2029-02-12,2026-02-12,NO0013726323,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
151,NO0013726364=TE,Ivar IKS,IVAIK,4.248,2026-06-16,2026-02-16,NO0013726364,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
152,NO0013726455=TE,Felleskjopet Agri SA,FELOS,4.8,2026-05-12,2026-02-12,NO0013726455,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Chemicals,,
153,NO0013726489=OL,Melhus Sparebank,MELG,4.84,2031-02-17,2026-02-17,NO0013726489,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
154,NO0013726497=TE,Skudenes & Aakra Sparebank,SKUAK,4.82,2031-02-13,2026-02-13,NO0013726497,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
155,NO0013726679=TE,Vegfinans Viken AS,VEGKN,4.118,2026-05-13,2026-02-13,NO0013726679,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
156,NO0013726703=TE,Sparebank 1 Ostfold Akershus,SOAG,4.74,2031-02-18,2026-02-18,NO0013726703,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
157,NO0013726737=TE,Eiendomsspar AS,EISP,4.53,2026-05-18,2026-02-17,NO0013726737,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
158,NO0013735522=TE,Jaeren Sparebank,JAREN,5.43,2036-08-26,2026-02-26,NO0013735522,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Banking,,
159,NO0013735530=TE,Posten Bring AS,PSTBG,4.2,2026-05-22,2026-02-23,NO0013735530,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
160,NO0013735969=TE,Flekkefjord Sparebank,FFSB,4.8,2031-02-26,2026-02-26,NO0013735969,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
161,NO0013736017=TE,Vegfinans Vestfold Og Telemark AS,VEGFV,4.1,2026-05-26,2026-02-26,NO0013736017,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
162,NO0013736124=TE,Vegfinans Vestfold Og Telemark AS,VEGFV,4.13,2026-05-27,2026-02-27,NO0013736124,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
163,NO0013736215=TE,Bps Nord Bypakke Bodo As,BPNRD,4.24,2026-05-27,2026-02-27,NO0013736215,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
164,NO0013736223=TE,Vegfinans Viken AS,VEGKN,4.125,2026-05-28,2026-02-27,NO0013736223,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
165,NO0013736355=TE,Odfjell Technology Ltd,NDD,7.72,2028-09-16,2026-03-09,NO0013736355,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Financial - Other,,
166,NO0013736967=OL,Opdals Sparebank,OPDAL,4.91,2031-03-05,2026-03-05,NO0013736967,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
167,NO0013736991=TE,Vegfinans Innlandet AS,VEFND,4.123,2026-06-04,2026-03-04,NO0013736991,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
168,NO0013737064=TE,Helgeland Boligkreditt AS,HELGK,4.55,2032-03-09,2026-03-09,NO0013737064,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,,,,False,Financial - Other,,
169,NO0013737254=OL,Sparebank 1 Nord-Norge,NONG,6.31,,2026-03-10,NO0013737254,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Banking,,
170,NO0013737478=TE,Nedre Romerike Vann- Og Avlopsselskap IKS,NDRMV,4.485,2026-09-11,2026-03-11,NO0013737478,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
171,NO0013737486=TE,Vegfinans Vestfold Og Telemark AS,VEGFV,4.18,2026-06-09,2026-03-09,NO0013737486,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
172,NO0013737833=TE,Bps Nord Bypakke Bodo As,BPNRD,4.3,2026-06-10,2026-03-10,NO0013737833,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
173,NO0013738211=TE,Vegfinans Innlandet AS,VEFND,4.18,2026-06-12,2026-03-13,NO0013738211,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
174,NO001373838=1M,Trogstad Sparebank,TGDSB,5.09,2031-03-18,2026-03-18,NO0013738385,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
175,NO0013738484=OL,Sparebanken Norge,SBNOR,5.05,2031-03-19,2026-03-19,NO0013738484,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
176,NO001373850=1M,Aurskog Sparebank,AURG,5.68,2036-09-23,2026-03-23,NO0013738500,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Banking,,
177,NO0013738617=OL,Skagerrak Sparebank,SPARBS,5.64,2036-09-24,2026-03-24,NO0013738617,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Banking,,
178,NO0013738690=TE,Vegfinans E16 Kongsvingervegen AS,VEGFII,4.468,2026-09-18,2026-03-19,NO0013738690,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
179,NO0013738773=TE,Orkla ASA,ORK,4.34,2026-06-22,2026-03-20,NO0013738773,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Conglomerate/Diversified Mfg,,
180,NO0013738831=TE,Felleskjopet Agri SA,FELOS,4.65,2026-05-13,2026-03-23,NO0013738831,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Chemicals,,
181,NO0013738906=TE,Eiendomsspar AS,EISP,4.69,2026-06-24,2026-03-24,NO0013738906,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
182,NO001373904=1M,Ostre Toten Boligstiftelse,OSTRE,4.54,2027-03-24,2026-03-27,NO0013739045,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
183,NO0013739078=TE,Vegfinans Viken AS,VEGKN,4.27,2026-06-24,2026-03-24,NO0013739078,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
184,NO0013739649=TE,Orkla ASA,ORK,4.36,2026-06-18,2026-03-31,NO0013739649,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Conglomerate/Diversified Mfg,,
185,NO0013739813=TE,Bps Nord Bypakke Harstad AS,BMPGSB,4.42,2026-07-08,2026-04-08,NO0013739813,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
186,NO0013740159=TE,Ferde AS,FERDE,4.338,2026-07-08,2026-04-08,NO0013740159,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
187,NO0013740456=TE,Vegamot AS,VGMNT,4.7,2027-01-14,2026-04-14,NO0013740456,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
188,NO0013740530=TE,Lime Petroleum AS,REXITL,12.0,2027-01-21,2026-04-21,NO0013740530,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Oil and Gas,,
189,NO001374054=1M,Vegamot AS,VGMNT,4.529,2026-09-15,2026-04-15,NO0013740548,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
190,NO0013740563=TE,Bps Nord Fv78 Toven AS,BPSND,4.57,2026-07-15,2026-04-15,NO0013740563,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Financial - Other,,
191,NO0013740753=OL,Kredittforeningen for Sparebanker,KREDS,4.98,2029-10-23,2026-04-17,NO0013740753,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Mortgage Banking,,
192,NO001374084=1M,Berg Sparebank,BERGS,4.69,2029-05-22,2026-04-22,NO0013740845,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
193,NO0013740886=TE,Ferde AS,FERDE,4.38,2026-07-20,2026-04-20,NO0013740886,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
194,NO0013740936=TE,Orkla ASA,ORK,4.2,2026-05-15,2026-04-20,NO0013740936,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Conglomerate/Diversified Mfg,,
195,NO0013740993=TE,Sparebank 68 Grader Nord,SBFH,5.16,2031-04-22,2026-04-22,NO0013740993,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
196,NO0013741488=TE,Posten Bring AS,PSTBG,4.685,2026-10-22,2026-04-22,NO0013741488,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Service - Other,,
197,NO0013741603=TE,Haugesund Sparebank,HGSB,4.87,2031-08-27,2026-04-27,NO0013741603,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Banking,,
198,NO0013741660=TE,Borregaard ASA,BRGB,4.62,2026-10-26,2026-04-24,NO0013741660,Norwegian Krone,Norway,Corporate,Certificate,,,,,False,Chemicals,,
199,NO1028203=,Entra Kultur 1 AS,ENTRAA,4.62,2030-05-29,2005-09-05,NO0010282031,Norwegian Krone,Norway,Corporate,Bond,,5.740565,3.651642,3.551168,False,Financial - Other,96.01,2026-04-24
200,NO1039865=,Petroprod,PPROD,0.0,2012-11-26,2007-11-26,NO0010398654,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
201,NO1042986=,MPF,MPFXX,10.0,2013-05-08,2008-05-08,NO0010429863,US Dollar,Norway,Corporate,Bond,,,,,False,Oilfield Machinery and Services,,
202,NO1055922=,Siso Energi AS,SISOE,6.02,2030-01-04,2010-01-04,NO0010559222,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Utility - Other,,
203,NO1056161=,Marine Subsea Cyprus Holding Ltd,MNSUC,0.0,2019-12-16,2009-12-16,NO0010561616,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
204,NO1060572=,PA Resources AB,PARSS,3.0,2017-12-27,2011-04-05,NO0010605728,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Oil and Gas,,
205,NO1062534=,Eika Boligkreditt AS,EIKBO,4.6,2026-10-13,2011-10-13,NO0010625346,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.596803,0.458333,0.448837,False,Mortgage Banking,99.95,2026-04-24
206,NO1062546=,Sparebank 1 Boligkreditt AS,SPRBG,4.75,2026-10-05,2011-10-05,NO0010625460,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.603904,0.436111,0.427484,False,Mortgage Banking,100.01,2026-04-24
207,NO1062590=,Sparebanken Ost Boligkreditt AS,SPOGB,4.55,2026-10-05,2011-10-05,NO0010625908,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.595468,0.436111,0.427499,False,Financial - Other,99.93,2026-04-24
208,NO1063454=,Sparebanken Norge Boligkreditt AS,SBNORS,4.5,2027-01-11,2012-01-11,NO0010634546,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.816811,0.702778,0.679638,False,Banking,99.74,2026-04-24
209,NO1063542=,Norske Tog AS,NORSG,4.625,2027-01-20,2012-01-20,NO0010635428,Norwegian Krone,Norway,Corporate,Bond,,4.974099,0.727778,0.702227,False,Railroads,99.71,2026-04-24
210,NO1065990=,Fram Arken AS,TVENGF,5.5,2027-10-01,2012-10-01,NO0010659907,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
211,NO1065991=,Fram Arken AS,TVENGF,7.45,2027-10-01,2012-10-01,NO0010659915,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
212,NO1066992=,Eika Boligkreditt AS,EIKBO,4.0,2028-01-17,2013-01-17,NO0010669922,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,5.061274,1.680601,1.639528,False,Mortgage Banking,98.27,2026-04-24
213,NO1067040=,Sparebanken Norge Boligkreditt AS,SBNORS,4.0,2028-01-24,2013-01-24,NO0010670409,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,5.089841,1.70004,1.65836,False,Banking,98.21,2026-04-24
214,NO1067386=,Island Offshore Shipholding LP,ISOFS,2.84,2027-06-30,2013-04-05,NO0010673866,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Transportation - Other,,
215,NO1067970=,Sparebank 1 Naeringskreditt AS,SPARN,4.0,2028-05-22,2013-05-22,NO0010679707,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,5.199655,1.950707,1.90191,False,Banking,97.7,2026-04-24
216,NO1068015=,Polarcus Ltd,PLCS,5.0,2027-01-01,2013-06-07,NO0010680150,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
217,NO1068383=,Latina Offshore Ltd,COPERA,7.0,2028-04-13,2013-07-03,NO0010683832,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
218,NO1068702=,Eika Boligkreditt AS,EIKBO,4.1,2028-09-06,2013-09-06,NO0010687023,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.98141,2.237395,2.183588,False,Mortgage Banking,98.06,2026-04-24
219,NO1068976=,Serica Energy Chinook Ltd,IECSEC,0.0,2020-09-27,2013-09-27,NO0010689763,US Dollar,Norway,Corporate,Bond,,,,,True,Oil and Gas,,
220,NO1069111=,OSA Goliath Pte Ltd,OCNGRG,0.0,2018-10-09,2013-10-09,NO0010691116,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
221,NO1069795=,Atlantic Offshore AS,ATFFR,8.55,2018-05-16,2013-12-16,NO0010697956,Norwegian Krone,Norway,Corporate,Bond,,,,,True,Service - Other,,
222,NO1070098=,Oro Negro Drilling Pte Ltd,ISPONO,7.5,2026-01-24,2014-01-24,NO0010700982,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
223,NO1070294=,Hafslund AS,HAFSL,4.4,2029-01-31,2014-01-31,NO0010702947,Norwegian Krone,Norway,Corporate,Bond,,5.220171,2.632137,2.565932,False,Utility - Other,97.92,2026-04-24
224,NO1070441=,Eidsiva Energi AS,EIDEN,4.52,2029-02-26,2014-02-26,NO0010704414,Norwegian Krone,Norway,Corporate,Bond,,5.209755,2.698584,2.630795,False,Utility - Other,98.21,2026-04-24
225,NO1071352=,Sanjel Canada Ltd,SANJE,7.5,2019-06-19,2014-06-19,NO0010713522,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
226,NO1071521=,Latina Offshore Holding Ltd,COPERF,7.0,2030-01-31,2014-07-31,NO0010715212,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
227,NO1072079=,Ocv Recovery AS,SFTSRC,2.0,2026-12-31,2014-10-07,NO0010720790,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Transportation - Other,,
228,NO1072191=,Eidefoss AS,EIDEF,4.1,2026-10-14,2014-10-14,NO0010721913,Norwegian Krone,Norway,Corporate,Bond,,5.28902,0.461111,0.450089,False,Utility - Other,99.41,2026-04-24
229,NO1072437=,G3 Exploration Ltd,GDGHTG,10.0,2017-11-20,2014-11-20,NO0010724370,US Dollar,Norway,Corporate,Bond,,,,,True,Oil and Gas,,
230,NO1072511=,Sparebank 1 SMN,MING,3.0,2029-12-17,2014-12-17,NO0010725112,Norwegian Krone,Norway,Corporate,Bond,,5.224816,3.456536,3.369573,False,Banking,92.78,2026-04-24
231,NO1072882=,Gardermoen Logistikkbygg AS,AARSAA,3.6135,2027-02-17,2015-02-17,NO0010728827,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
232,NO1072947=,Statkraft AS,STATKS,2.6,2027-01-21,2015-01-21,NO0010729478,Norwegian Krone,Norway,Corporate,Bond,Investment Grade,5.065291,0.730556,0.704359,False,Utility - Other,98.23,2026-04-24
233,NO1072990=,Interoil Exploration and Production ASA,IOX,8.5,2027-01-31,2015-01-28,NO0010729908,US Dollar,Norway,Corporate,Bond,,,,,True,Oil and Gas,,
234,NO1073477=,Hafslund AS,HAFSL,2.8,2030-04-23,2015-04-23,NO0010734775,Norwegian Krone,Norway,Corporate,Bond,,5.206552,3.732425,3.638894,False,Utility - Other,91.53,2026-04-24
235,NO1073658=,Eidsiva Energi AS,EIDEN,3.15,2030-06-11,2015-06-11,NO0010736580,Norwegian Krone,Norway,Corporate,Bond,,5.199951,3.806851,3.711547,False,Utility - Other,92.56,2026-04-24
236,NO1074045=,Goliath Offshore Holdings Pte Ltd,GOOFH,12.0,2034-02-28,2015-06-11,NO0010740459,US Dollar,Norway,Corporate,Bond,,,,,False,Financial - Other,,
237,NO1074046=,Goliath Offshore Holdings Pte Ltd,GOOFH,15.0,2034-01-31,2015-06-11,NO0010740467,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
238,NO1074097=,Helgeland Kraft AS,HLGLD,3.35,2030-07-01,2015-07-01,NO0010740970,Norwegian Krone,Norway,Corporate,Bond,,5.458409,3.843473,3.742676,False,Utility - Other,92.3,2026-04-24
239,NO1075726=,Polarcus,PLCS,5.0,2026-01-01,2016-03-07,NO0010757263,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
240,NO1076017=,Sparebank 1 Boligkreditt AS,SPRBG,2.38,2028-06-22,2016-03-22,NO0010760176,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.944064,2.077998,2.028442,False,Mortgage Banking,94.88,2026-04-24
241,NO1076050=,Island Offshore Shipholding LP,ISOFS,4.09,2027-06-30,2016-03-31,NO0010760507,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Transportation - Other,,
242,NO1076284=,Okernveien 9 AS,OSLKOO,3.6,2026-06-06,2016-06-06,NO0010762842,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
243,NO1076290=,Hafslund AS,HAFSL,3.05,2031-04-18,2016-04-18,NO0010762909,Norwegian Krone,Norway,Corporate,Bond,,5.238156,4.553644,4.438863,False,Utility - Other,90.63,2026-04-24
244,NO1076302=,Eika Boligkreditt AS,EIKBO,2.25,2031-04-22,2016-04-22,NO0010763022,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.864577,4.752236,4.640696,True,Mortgage Banking,88.67,2026-04-24
245,NO1076373=,Obos BBL,OBOSL,3.25,2026-04-28,2016-04-28,NO0010763733,Norwegian Krone,Norway,Corporate,Bond,,3.250289,0.002778,0.002778,False,Home Builders,100.0,2026-04-24
246,NO1076651=,Kongsberg Gruppen ASA,KOG,3.2,2026-06-02,2016-06-02,NO0010766512,Norwegian Krone,Norway,Corporate,Bond,,4.637084,0.094444,0.094026,False,Service - Other,99.85,2026-04-24
247,NO1076682=,Nordea Eiendomskreditt AS,NDAOFI,2.2,2031-06-18,2016-06-21,NO0010766827,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.861763,4.796509,4.683978,False,Mortgage Banking,88.14,2026-04-24
248,NO1076862=,SR Boligkreditt AS,SRBANB,2.15,2032-07-07,2016-07-07,NO0010768625,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.783756,5.719597,5.587509,False,Financial - Other,86.16,2026-04-24
249,NO1077162=,Tensio AS,TESIO,3.7,2027-11-03,2016-09-07,NO0010771629,Norwegian Krone,Norway,Corporate,Bond,,5.171742,1.477716,1.440829,False,Financial - Other,97.88,2026-04-24
250,NO1077170=,Tronderenergi AS,TROEN,2.68,2026-09-08,2016-09-08,NO0010771702,Norwegian Krone,Norway,Corporate,Bond,,5.55329,0.361111,0.353949,False,Utility - Other,98.94,2026-04-24
251,NO1077439=,Orkla ASA,ORK,2.35,2026-09-28,2016-09-27,NO0010774391,Norwegian Krone,Norway,Corporate,Bond,,4.791048,0.416667,0.408463,False,Conglomerate/Diversified Mfg,98.97,2026-04-24
252,NO1077583=,Kabelgaten Holding AS,TVISAK,3.09,2026-10-02,2016-10-03,NO0010775836,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
253,NO1077603=,Vasakronan AB (publ),VASKNV,2.525,2026-10-06,2016-10-06,NO0010776032,Norwegian Krone,Norway,Corporate,Bond,,5.116739,0.438889,0.429202,False,Home Builders,98.87,2026-04-24
254,NO1077764=,Nord-Trondelag Elektrisitetsverk AS,NORDG,2.825,2026-11-02,2016-11-02,NO0010777642,Norwegian Krone,Norway,Corporate,Bond,,5.424972,0.511111,0.497218,False,Utility - Other,98.66,2026-04-24
255,NO1077876=,Sparebank 1 Boligkreditt AS,SPRBG,2.1,2026-11-25,2016-11-25,NO0010778764,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.670163,0.575,0.559885,False,Mortgage Banking,98.53,2026-04-24
256,NO1077963=,Vasakronan AB (publ),VASKNV,2.9,2026-11-30,2016-11-30,NO0010779630,Norwegian Krone,Norway,Corporate,Bond,,5.120117,0.588889,0.57157,False,Home Builders,98.69,2026-04-24
257,NO1078068=,Eika Boligkreditt AS,EIKBO,2.6,2027-05-12,2016-12-12,NO0010780687,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.985976,1.012974,0.98864,False,Mortgage Banking,97.64,2026-04-24
258,NO1078097=,Helsehuset 1 AS,HSLFDA,3.7,2026-12-22,2016-12-22,NO0010780976,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
259,NO1078289=,Olav Thon Eiendomsselskap ASA,HIL,2.9,2027-01-27,2017-01-27,NO0010782899,Norwegian Krone,Norway,Corporate,Bond,,5.341482,0.747222,0.718415,False,Home Builders,98.21,2026-04-24
260,NO1078619=,Lyse AS,LYSE,3.0,2027-02-10,2017-02-10,NO0010786197,Norwegian Krone,Norway,Corporate,Bond,,5.143461,0.783333,0.752782,False,Utility - Other,98.35,2026-04-24
261,NO1078725=,Rikshem AB (publ),RIKINR,3.04,2027-03-01,2017-03-01,NO0010787252,Norwegian Krone,Norway,Corporate,Bond,,5.148636,0.841667,0.806731,False,Home Builders,98.28,2026-04-24
262,NO1078762=,Koggbron Projekt AB,MMXMGK,11.5,2019-03-24,2017-03-24,NO0010787625,US Dollar,Norway,Corporate,Bond,,,,,True,Financial - Other,,
263,NO1078799=,Klp Kommunekreditt AS,KMUNLL,2.4,2027-05-10,2017-03-08,NO0010787997,Norwegian Krone,Norway,Corporate,Covered Bond (Other),,5.023539,1.00931,0.984887,False,Financial - Other,97.42,2026-04-24
264,NO1078928=,Ferde AS,FERDE,2.73,2027-03-22,2017-03-21,NO0010789282,Norwegian Krone,Norway,Corporate,Bond,,5.03067,0.9,0.861073,False,Service - Other,98.01,2026-04-24
265,NO1079128=,CapRate Campus 3 AB,CPRTER,12.0,2019-05-31,2017-05-31,NO0010791288,US Dollar,Norway,Corporate,Bond,,,,,True,Home Builders,,
266,NO1079245=,Falkenborgvegen 28 AS,TROEDF,3.85,2028-02-22,2018-02-22,NO0010792450,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
267,NO1079283=,Nordea Bank Abp,NDAFI,2.65,2027-06-11,2017-05-11,NO0010792831,Norwegian Krone,Norway,Corporate,Bond,,5.069758,1.093035,1.066312,False,Banking,97.42,2026-04-24
268,NO1079326=,Sparebank 1 Ostlandet,SPOLS,2.665,2027-05-18,2017-05-18,NO0010793268,Norwegian Krone,Norway,Corporate,Bond,,5.065337,1.029007,1.003915,False,Banking,97.59,2026-04-24
269,NO1079329=,Vasakronan AB (publ),VASKNV,2.95,2027-05-18,2017-05-18,NO0010793292,Norwegian Krone,Norway,Corporate,Bond,,5.233914,1.026285,1.000457,False,Home Builders,97.71,2026-04-24
270,NO1079387=,Imsk SE,IMSK,11.29496,2018-04-06,2017-06-08,NO0010793870,US Dollar,Norway,Corporate,Bond,,,,,True,Transportation - Other,,
271,NO1079544=,A Energi AS,AENGI,2.71,2027-04-30,2017-05-30,NO0010795446,Norwegian Krone,Norway,Corporate,Bond,,5.167922,0.978556,0.954212,False,Utility - Other,97.65,2026-04-24
272,NO1079826=,Sparebank 1 Sor-Norge ASA,SBANO,2.565,2027-06-23,2017-06-23,NO0010798267,Norwegian Krone,Norway,Corporate,Bond,,5.053256,1.127177,1.099718,False,Banking,97.27,2026-04-24
273,NO1079925=,Nhv25 Holding AS,NHIVSN,3.62,2027-07-02,2017-07-03,NO0010799257,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Financial - Other,,
274,NO1080486=,Lyse AS,LYSE,2.96,2032-09-06,2017-09-06,NO0010804867,Norwegian Krone,Norway,Corporate,Bond,,5.247474,5.729455,5.584714,False,Utility - Other,87.88,2026-04-24
275,NO1080539=,Willhem AB (publ),FORSAW,2.87,2027-09-13,2017-09-13,NO0010805393,Norwegian Krone,Norway,Corporate,Bond,,5.278588,1.346463,1.312196,False,Service - Other,96.86,2026-04-24
276,NO1080586=,Oslo Sentrumsholding AS,KHOGKO,3.85,2027-08-31,2017-09-28,NO0010805864,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
277,NO1080660=,Sparebank 1 Ostlandet,SPOLS,2.62,2027-09-29,2017-09-29,NO0010806607,Norwegian Krone,Norway,Corporate,Bond,,5.072032,1.393317,1.359212,False,Banking,96.7,2026-04-24
278,NO1080802=,Forskningsveien II AS,FRKSVS,3.7,2026-10-13,2017-10-13,NO0010808025,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
279,NO1080818=,Lyse AS,LYSE,3.075,2029-10-18,2017-10-18,NO0010808181,Norwegian Krone,Norway,Corporate,Bond,,5.20403,3.288766,3.20635,False,Utility - Other,93.37,2026-04-24
280,NO1080914=,Thon Holding AS,OLTHST,2.86,2027-11-01,2017-11-01,NO0010809148,Norwegian Krone,Norway,Corporate,Bond,,5.403589,1.479857,1.441322,False,Home Builders,96.38,2026-04-24
281,NO1080948=,A Energi AS,AENGI,2.88,2027-11-02,2017-11-02,NO0010809486,Norwegian Krone,Norway,Corporate,Bond,,5.20248,1.4825,1.445281,False,Utility - Other,96.68,2026-04-24
282,NO1081170=,Willhem AB (publ),FORSAW,2.86,2027-12-06,2017-12-06,NO0010811706,Norwegian Krone,Norway,Corporate,Bond,,5.274908,1.577114,1.537028,False,Service - Other,96.35,2026-04-24
283,NO1081199=,Yara International ASA,YAR,2.9,2027-12-13,2017-12-13,NO0010811995,Norwegian Krone,Norway,Corporate,Bond,,5.443818,1.596138,1.554328,False,Chemicals,96.12,2026-04-24
284,NO1081208=,Nordea Eiendomskreditt AS,NDAOFI,2.2,2043-06-17,2017-12-11,NO0010812084,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,,,,False,Mortgage Banking,,
285,NO1081515=,Rikshem AB (publ),RIKINR,3.078,2028-01-31,2018-01-31,NO0010815152,Norwegian Krone,Norway,Corporate,Bond,,5.312425,1.727842,1.683615,False,Home Builders,96.32,2026-04-24
286,NO1081520=,Vasakronan AB (publ),VASKNV,3.01,2028-01-31,2018-01-31,NO0010815202,Norwegian Krone,Norway,Corporate,Bond,,5.280293,1.728485,1.684499,False,Home Builders,96.26,2026-04-24
